d4_h4_y2_b3,108.679,232.214
d4_h4_y3_b1,80.536,177.321
d4_h4_y3_b2,92.071,200.393
d4_h4_y3_b5,104.429,231.286
d4_h4_y3_b3,109.929,230.893
d4_h4_y3_b4,115.214,246.107
d4_h4_y4_b1,78.679,179.250
d4_h4_y4_b2,93.143,205.929
d4_h4_y4_b4,104.964,229.000
d4_h4_y4_b3,105.857,227.750
d4_h4_y4_b5,123.393,264.964
d4_h4_y5_b1,83.607,186.679
d4_h4_y5_b2,90.429,200.143
d4_h4_y5_b3,97.250,213.429
d4_h4_y5_b5,102.821,229.857
d4_h4_y5_b4,111.500,240.321
d4_h5_y1_b1,25.429,78.107
d4_h5_y1_b2,35.179,95.214
d4_h5_y1_b4,40.571,106.893
d4_h5_y1_b3,54.500,128.250
d4_h5_y1_b5,59.929,137.750
d4_h5_y2_b1,56.000,138.214
d4_h5_y2_b2,75.857,167.750
d4_h5_y2_b4,82.929,190.036
d4_h5_y2_b3,92.286,198.750
d4_h5_y2_b5,102.214,220.357
d4_h5_y3_b1,58.250,141.643
d4_h5_y3_b2,73.607,171.036
d4_h5_y3_b3,82.179,183.857
d4_h5_y3_b4,86.393,195.214
d4_h5_y3_b5,99.214,217.607
d4_h5_y4_b1,55.571,138.679
d4_h5_y4_b3,79.250,180.429
d4_h5_y4_b2,79.571,184.036
d4_h5_y4_b5,89.000,201.357
d4_h5_y4_b4,97.607,212.429
d4_h5_y5_b1,65.607,157.536
d4_h5_y5_b2,76.464,179.964
d4_h5_y5_b4,81.607,186.179
d4_h5_y5_b5,77.286,183.393
d4_h5_y5_b3,84.964,192.429
d5_h1_y1_b1,126.964,241.393
d5_h1_y1_b5,126.643,265.429
d5_h1_y1_b3,129.107,264.714
d5_h1_y1_b4,134.750,278.250
d5_h1_y1_b2,144.286,278.321
d5_h1_y2_b5,128.321,274.286
d5_h1_y2_b3,139.500,282.107
d5_h1_y2_b1,140.571,278.857
d5_h1_y2_b2,137.214,280.357
d5_h1_y2_b4,139.571,293.429
d5_h1_y3_b1,128.071,258.143
d5_h1_y3_b2,139.464,280.964
d5_h1_y3_b3,137.321,284.714
d5_h1_y3_b5,139.179,293.750
d5_h1_y3_b4,137.857,292.536
d5_h1_y4_b3,130.893,278.429
d5_h1_y4_b1,135.607,274.000
d5_h1_y4_b2,144.571,290.107
d5_h1_y4_b5,140.071,292.571
d5_h1_y4_b4,135.357,288.786
d5_h1_y5_b1,123.143,258.107
d5_h1_y5_b2,132.643,274.071
d5_h1_y5_b5,129.714,282.964
d5_h1_y5_b4,137.286,286.429
d5_h1_y5_b3,134.000,282.964
d5_h2_y1_b1,118.964,228.571
d5_h2_y1_b2,134.179,253.571
d5_h2_y1_b3,131.214,266.143
d5_h2_y1_b5,129.571,281.036
d5_h2_y1_b4,138.000,277.321
d5_h2_y2_b1,128.214,254.500
d5_h2_y2_b3,136.107,282.286
d5_h2_y2_b2,139.357,279.179
d5_h2_y2_b5,137.214,294.607
d5_h2_y2_b4,141.571,292.714
d5_h2_y3_b1,133.286,267.857
d5_h2_y3_b2,137.143,280.643
d5_h2_y3_b4,136.536,286.000
d5_h2_y3_b3,139.607,289.000
d5_h2_y3_b5,134.821,291.821
d5_h2_y4_b5,129.036,279.286
d5_h2_y4_b2,137.179,282.500
d5_h2_y4_b3,138.500,287.536
d5_h2_y4_b4,137.107,289.000
d5_h2_y4_b1,138.857,282.393
d5_h2_y5_b1,124.321,259.536
d5_h2_y5_b5,129.036,280.571
d5_h2_y5_b2,130.500,273.893
d5_h2_y5_b3,135.643,287.250
d5_h2_y5_b4,134.250,285.821
d5_h3_y1_b1,93.893,184.500
d5_h3_y1_b2,94.143,191.571
d5_h3_y1_b3,116.857,235.929
d5_h3_y1_b4,116.714,244.357
d5_h3_y1_b5,126.250,263.321
d5_h3_y2_b1,115.000,226.250
d5_h3_y2_b3,122.607,253.464
d5_h3_y2_b2,131.071,267.143
d5_h3_y2_b5,127.000,269.643
d5_h3_y2_b4,131.357,267.857
d5_h3_y3_b1,115.821,239.893
d5_h3_y3_b2,121.286,257.036
d5_h3_y3_b3,133.643,274.464
d5_h3_y3_b5,133.000,279.429
d5_h3_y3_b4,135.429,282.929
d5_h3_y4_b1,130.393,264.393
d5_h3_y4_b2,126.786,261.679
d5_h3_y4_b4,131.036,274.500
d5_h3_y4_b3,137.357,277.107
d5_h3_y4_b5,131.286,284.143
d5_h3_y5_b1,114.143,240.536
d5_h3_y5_b3,131.643,274.393
d5_h3_y5_b2,130.607,273.786
d5_h3_y5_b4,126.857,265.821
d5_h3_y5_b5,135.464,283.786
d5_h4_y1_b1,51.214,112.964
d5_h4_y1_b2,65.750,134.214
d5_h4_y1_b3,76.571,157.429
d5_h4_y1_b4,108.750,220.857
d5_h4_y1_b5,111.571,234.393
d5_h4_y2_b2,96.929,208.179
d5_h4_y2_b1,112.071,221.857
d5_h4_y2_b4,114.071,238.464
d5_h4_y2_b5,118.607,252.250
d5_h4_y2_b3,123.464,257.036
d5_h4_y3_b1,110.107,224.214
d5_h4_y3_b2,115.857,237.214
d5_h4_y3_b3,124.107,255.964
d5_h4_y3_b4,128.643,271.714
d5_h4_y3_b5,126.500,266.536
d5_h4_y4_b1,104.464,221.464
d5_h4_y4_b4,123.214,265.714
d5_h4_y4_b3,123.821,257.071
d5_h4_y4_b2,128.571,262.393
d5_h4_y4_b5,138.000,286.036
d5_h4_y5_b1,103.714,225.857
d5_h4_y5_b2,110.714,229.929
d5_h4_y5_b3,119.750,250.643
d5_h4_y5_b4,128.821,268.107
d5_h4_y5_b5,127.393,273.500
d5_h5_y1_b1,31.929,79.857
d5_h5_y1_b2,48.929,112.107
d5_h5_y1_b3,47.929,116.821
d5_h5_y1_b4,57.000,127.964
d5_h5_y1_b5,58.179,136.464
d5_h5_y2_b1,65.214,142.714
d5_h5_y2_b3,92.571,200.107
d5_h5_y2_b2,91.929,191.643
d5_h5_y2_b4,95.143,207.857
d5_h5_y2_b5,113.429,239.750
d5_h5_y3_b1,77.250,173.643
d5_h5_y3_b2,89.821,194.643
d5_h5_y3_b3,107.536,225.679
d5_h5_y3_b5,108.679,233.750
d5_h5_y3_b4,105.857,228.679
d5_h5_y4_b1,81.607,179.500
d5_h5_y4_b2,93.679,202.893
d5_h5_y4_b3,105.250,221.964
d5_h5_y4_b4,106.643,232.857
d5_h5_y4_b5,112.464,241.429
d5_h5_y5_b3,94.036,202.500
d5_h5_y5_b4,91.857,205.286
d5_h5_y5_b5,98.393,220.500
d5_h5_y5_b1,100.500,216.143
d5_h5_y5_b2,103.357,222.786
d6_h1_y1_b1,122.429,231.321
d6_h1_y1_b2,129.214,257.750
d6_h1_y1_b3,135.143,271.143
d6_h1_y1_b5,130.750,267.250
d6_h1_y1_b4,134.500,275.179
d6_h1_y2_b2,129.107,255.107
d6_h1_y2_b1,136.071,264.536
d6_h1_y2_b4,132.429,275.964
d6_h1_y2_b3,139.429,285.643
d6_h1_y2_b5,138.250,288.929
d6_h1_y3_b3,133.393,275.214
d6_h1_y3_b2,131.679,269.714
d6_h1_y3_b1,140.929,279.786
d6_h1_y3_b4,139.321,291.464
d6_h1_y3_b5,141.536,296.714
d6_h1_y4_b1,137.036,269.357
d6_h1_y4_b2,133.321,273.571
d6_h1_y4_b4,131.179,277.214
d6_h1_y4_b3,139.679,292.643
d6_h1_y4_b5,143.643,299.929
d6_h1_y5_b3,136.857,283.607
d6_h1_y5_b1,131.786,275.821
d6_h1_y5_b2,140.786,285.179
d6_h1_y5_b4,139.714,294.036
d6_h1_y5_b5,144.500,299.429
d6_h2_y1_b1,125.607,236.286
d6_h2_y1_b2,120.500,235.607
d6_h2_y1_b4,126.893,258.536
d6_h2_y1_b3,135.571,259.893
d6_h2_y1_b5,130.321,269.679
d6_h2_y2_b1,125.179,247.750
d6_h2_y2_b3,138.714,277.500
d6_h2_y2_b5,133.679,284.071
d6_h2_y2_b2,142.714,281.107
d6_h2_y2_b4,143.750,292.286
d6_h2_y3_b3,139.250,280.964
d6_h2_y3_b2,134.679,273.500
d6_h2_y3_b5,135.500,284.893
d6_h2_y3_b1,136.679,276.250
d6_h2_y3_b4,134.107,284.750
d6_h2_y4_b1,134.679,274.107
d6_h2_y4_b2,134.893,278.036
d6_h2_y4_b4,133.500,275.214
d6_h2_y4_b3,136.964,283.536
d6_h2_y4_b5,143.857,297.679
d6_h2_y5_b3,124.393,260.321
d6_h2_y5_b4,130.393,273.107
d6_h2_y5_b1,134.750,276.214
d6_h2_y5_b2,137.500,284.036
d6_h2_y5_b5,138.893,296.929
d6_h3_y1_b1,93.679,170.893
d6_h3_y1_b3,117.464,224.643
d6_h3_y1_b2,112.893,222.643
d6_h3_y1_b5,117.607,248.071
d6_h3_y1_b4,125.321,257.036
d6_h3_y2_b2,124.286,246.464
d6_h3_y2_b1,131.000,256.500
d6_h3_y2_b3,131.214,264.321
d6_h3_y2_b5,137.321,281.786
d6_h3_y2_b4,137.393,284.321
d6_h3_y3_b1,121.036,244.000
d6_h3_y3_b3,128.500,266.357
d6_h3_y3_b4,131.750,275.214
d6_h3_y3_b2,133.857,272.786
d6_h3_y3_b5,136.357,286.357
d6_h3_y4_b2,131.679,270.750
d6_h3_y4_b1,132.143,271.536
d6_h3_y4_b4,135.143,280.000
d6_h3_y4_b5,138.393,292.321
d6_h3_y4_b3,139.643,290.286
d6_h3_y5_b2,121.786,255.929
d6_h3_y5_b1,119.786,251.464
d6_h3_y5_b3,133.286,277.714
d6_h3_y5_b5,132.929,283.714
d6_h3_y5_b4,135.357,284.714
d6_h4_y1_b1,64.857,135.321
d6_h4_y1_b2,70.036,148.286
d6_h4_y1_b5,80.286,175.393
d6_h4_y1_b3,85.250,175.214
d6_h4_y1_b4,101.536,193.214
d6_h4_y2_b1,102.857,206.429
d6_h4_y2_b2,110.250,225.893
d6_h4_y2_b3,119.643,247.786
d6_h4_y2_b4,126.536,260.679
d6_h4_y2_b5,134.964,274.107
d6_h4_y3_b1,114.357,235.000
d6_h4_y3_b2,120.179,249.143
d6_h4_y3_b4,126.250,260.000
d6_h4_y3_b3,129.821,267.357
d6_h4_y3_b5,128.857,269.071
d6_h4_y4_b1,122.821,250.357
d6_h4_y4_b2,126.250,262.393
d6_h4_y4_b5,127.036,266.500
d6_h4_y4_b3,125.393,263.071
d6_h4_y4_b4,134.643,281.607
d6_h4_y5_b1,106.107,224.071
d6_h4_y5_b2,122.643,253.429
d6_h4_y5_b5,131.857,279.464
d6_h4_y5_b3,133.714,274.714
d6_h4_y5_b4,132.464,273.929
d6_h5_y1_b2,41.500,100.143
d6_h5_y1_b1,42.857,101.143
d6_h5_y1_b3,53.464,121.821
d6_h5_y1_b4,54.107,123.071
d6_h5_y1_b5,72.000,153.893
d6_h5_y2_b1,97.107,198.429
d6_h5_y2_b2,105.821,204.179
d6_h5_y2_b3,107.250,216.964
d6_h5_y2_b4,109.571,228.750
d6_h5_y2_b5,114.714,241.107
d6_h5_y3_b1,103.393,207.071
d6_h5_y3_b2,115.643,236.679
d6_h5_y3_b3,117.321,244.179
d6_h5_y3_b5,118.036,252.429
d6_h5_y3_b4,126.536,262.321
d6_h5_y4_b3,106.179,225.321
d6_h5_y4_b4,110.179,234.857
d6_h5_y4_b1,107.321,221.607
d6_h5_y4_b2,114.000,238.036
d6_h5_y4_b5,130.250,272.143
d6_h5_y5_b1,115.357,238.893
d6_h5_y5_b4,116.821,248.643
d6_h5_y5_b2,114.500,244.429
d6_h5_y5_b3,119.179,249.071
d6_h5_y5_b5,119.321,254.429
d7_h1_y1_b2,115.857,224.714
d7_h1_y1_b4,114.143,231.857
d7_h1_y1_b1,121.036,237.107
d7_h1_y1_b3,126.821,255.143
d7_h1_y1_b5,130.536,268.179
d7_h1_y2_b3,124.786,246.321
d7_h1_y2_b1,131.321,254.821
d7_h1_y2_b2,133.750,255.536
d7_h1_y2_b5,140.036,280.393
d7_h1_y2_b4,144.536,290.071
d7_h1_y3_b1,116.000,228.643
d7_h1_y3_b3,131.321,269.679
d7_h1_y3_b2,135.036,264.536
d7_h1_y3_b5,135.357,281.643
d7_h1_y3_b4,138.071,286.714
d7_h1_y4_b3,129.714,267.143
d7_h1_y4_b2,133.286,265.821
d7_h1_y4_b1,132.964,265.321
d7_h1_y4_b5,142.143,289.464
d7_h1_y4_b4,136.536,285.464
d7_h1_y5_b1,133.071,266.750
d7_h1_y5_b3,138.143,283.179
d7_h1_y5_b2,140.071,284.000
d7_h1_y5_b5,139.107,288.643
d7_h1_y5_b4,139.143,287.000
d7_h2_y1_b1,117.000,221.464
d7_h2_y1_b2,124.214,238.000
d7_h2_y1_b3,121.429,244.321
d7_h2_y1_b4,132.750,273.393
d7_h2_y1_b5,128.071,260.893
d7_h2_y2_b1,139.179,263.714
d7_h2_y2_b2,133.893,268.679
d7_h2_y2_b5,140.500,287.607
d7_h2_y2_b3,140.429,281.571
d7_h2_y2_b4,141.464,287.536
d7_h2_y3_b2,136.214,262.571
d7_h2_y3_b4,134.964,281.786
d7_h2_y3_b1,140.321,276.000
d7_h2_y3_b3,137.643,282.143
d7_h2_y3_b5,145.286,299.250
d7_h2_y4_b5,138.143,289.750
d7_h2_y4_b4,136.429,277.321
d7_h2_y4_b3,139.643,286.679
d7_h2_y4_b1,139.036,277.964
d7_h2_y4_b2,147.536,295.143
d7_h2_y5_b1,129.321,261.500
d7_h2_y5_b5,136.643,284.393
d7_h2_y5_b2,137.786,274.321
d7_h2_y5_b4,140.714,288.250
d7_h2_y5_b3,138.714,286.679
d7_h3_y1_b1,80.571,152.679
d7_h3_y1_b2,93.857,188.143
d7_h3_y1_b4,105.286,211.679
d7_h3_y1_b5,114.893,233.821
d7_h3_y1_b3,117.250,234.893
d7_h3_y2_b1,125.571,234.893
d7_h3_y2_b2,135.464,264.536
d7_h3_y2_b3,138.893,275.643
d7_h3_y2_b4,139.143,281.429
d7_h3_y2_b5,136.393,285.643
d7_h3_y3_b1,132.714,263.536
d7_h3_y3_b3,131.964,270.000
d7_h3_y3_b2,137.893,278.750
d7_h3_y3_b5,133.214,279.750
d7_h3_y3_b4,133.929,279.321
d7_h3_y4_b1,122.893,251.429
d7_h3_y4_b5,129.571,274.857
d7_h3_y4_b2,139.571,277.786
d7_h3_y4_b4,136.321,277.786
d7_h3_y4_b3,137.929,284.357
d7_h3_y5_b1,127.643,260.214
d7_h3_y5_b2,134.071,279.786
d7_h3_y5_b3,133.179,281.250
d7_h3_y5_b5,130.071,274.250
d7_h3_y5_b4,138.893,291.143
d7_h4_y1_b1,48.286,108.464
d7_h4_y1_b2,77.107,152.250
d7_h4_y1_b3,84.714,174.321
d7_h4_y1_b4,91.071,188.179
d7_h4_y1_b5,104.821,208.393
d7_h4_y2_b1,120.821,227.286
d7_h4_y2_b2,121.500,242.179
d7_h4_y2_b3,121.571,244.500
d7_h4_y2_b5,136.643,281.571
d7_h4_y2_b4,134.357,274.179
d7_h4_y3_b1,123.786,245.357
d7_h4_y3_b2,125.429,255.179
d7_h4_y3_b4,132.821,272.214
d7_h4_y3_b5,135.321,279.000
d7_h4_y3_b3,137.107,275.821
d7_h4_y4_b1,126.357,254.893
d7_h4_y4_b2,133.571,264.679
d7_h4_y4_b3,129.286,268.179
d7_h4_y4_b4,131.071,271.750
d7_h4_y4_b5,137.714,287.000
d7_h4_y5_b1,114.286,235.857
d7_h4_y5_b2,129.429,261.071
d7_h4_y5_b3,130.143,267.536
d7_h4_y5_b5,138.571,291.107
d7_h4_y5_b4,133.857,281.393
d7_h5_y1_b1,37.250,87.786
d7_h5_y1_b2,40.929,96.679
d7_h5_y1_b3,54.750,123.607
d7_h5_y1_b4,65.607,138.286
d7_h5_y1_b5,75.429,156.500
d7_h5_y2_b2,89.321,182.714
d7_h5_y2_b1,102.429,202.714
d7_h5_y2_b3,113.679,222.679
d7_h5_y2_b5,113.536,235.214
d7_h5_y2_b4,124.571,250.429
d7_h5_y3_b3,112.750,226.714
d7_h5_y3_b1,113.357,225.679
d7_h5_y3_b2,116.321,231.536
d7_h5_y3_b4,122.250,253.607
d7_h5_y3_b5,120.500,256.036
d7_h5_y4_b1,112.679,226.036
d7_h5_y4_b3,118.893,247.464
d7_h5_y4_b2,126.500,255.893
d7_h5_y4_b4,124.107,259.893
d7_h5_y4_b5,126.821,266.536
d7_h5_y5_b1,107.857,227.500
d7_h5_y5_b3,117.179,250.036
d7_h5_y5_b5,132.821,272.679
d7_h5_y5_b2,128.214,264.750
d7_h5_y5_b4,135.179,275.893
