288,200
168,85
305,172
194,121
282,184
147,64
261,174
243,170
140,86
195,142
281,183
165,86
114,46
179,104
181,92
184,112
192,131
250,161
274,176
268,159
238,146
274,165
277,176
225,116
245,158
66,19
166,104
308,189
292,197
265,169
174,86
249,149
239,122
182,108
227,158
184,98
272,191
183,105
177,97
255,176
165,83
89,52
224,130
250,173
228,114
292,169
263,158
205,117
154,91
243,149
195,95
273,161
209,118
276,159
235,139
194,91
197,101
117,53
255,149
116,62
281,188
212,106
181,117
226,140
238,133
181,102
210,106
194,114
140,76
211,131
264,212
249,127
172,116
186,120
273,189
231,144
166,95
110,53
196,103
140,71
189,97
192,137
64,15
213,138
245,155
220,135
124,82
144,59
182,85
214,161
287,187
294,166
191,103
234,138
88,36
271,166
127,66
125,80
157,123
86,30
